untreated volume,TSS in rajakaluve,COD in rajakaluve,BOD in rajakaluve,TSS in STPs effluent,COD in STPs effluent,BOD in STPs effluent,TSS in lake inflow,COD in lake inflow,BOD in lake inflow
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.05596838756439,72.11470110467093,24.04601262902373,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.22353234811865,72.45810516212211,24.183770007612857,nan,nan,nan,nan,nan,nan
4633966.08,90.0,110.4,37.0,nan,nan,nan,nan,nan,nan
4633966.08,90.0,110.4,37.0,nan,nan,nan,nan,nan,nan
4633966.08,90.0,110.4,37.0,nan,nan,nan,nan,nan,nan
4633966.08,90.17771953585537,110.87484882785202,37.19659081171272,nan,nan,nan,nan,nan,nan
4633966.08,90.2485549326703,111.06411392460178,37.27494791573513,nan,nan,nan,nan,nan,nan
4633966.08,90.0,110.4,37.0,nan,nan,nan,nan,nan,nan
4633966.08,90.0,110.4,37.0,nan,nan,nan,nan,nan,nan
4633966.08,90.0,110.4,37.0,nan,nan,nan,nan,nan,nan
4633966.08,90.0,110.4,37.0,nan,nan,nan,nan,nan,nan
4633966.08,90.0,110.4,37.0,nan,nan,nan,nan,nan,nan
